x, y, th, stamp, 
0.9233168959617615,1.7599422931671143,-1.9325685445142418,622033787,
0.9213449954986572,1.7550266981124878,-1.9181539207434892,671994236,
0.9195415377616882,1.749140977859497,-1.901288627998603,720123781,
0.9169473052024841,1.7413963079452515,-1.877562820127736,770758149,
0.9145727157592773,1.7336571216583252,-1.8527999900491363,812299925,
0.9108211994171143,1.71891450881958,-1.8055841438874844,880717534,
0.9080632328987122,1.705884575843811,-1.7655630566396747,929957570,
0.9059658646583557,1.6938949823379517,-1.728541396601731,972281139,
0.9039602875709534,1.6786975860595703,-1.6855434739548847,22020637,
0.9027062654495239,1.662879467010498,-1.6430711067127892,72293595,
0.9016830921173096,1.6437040567398071,-1.592357553729022,132696257,
0.9012776017189026,1.631637692451477,-1.559670356852595,170647276,
0.9015543460845947,1.6179759502410889,-1.5226470460445125,212086056,
0.90281742811203,1.5963215827941895,-1.461261000297204,279955175,
0.9044668078422546,1.5804104804992676,-1.4161622746954925,330056712,
0.9067963361740112,1.5670686960220337,-1.379486584721704,372027129,
0.9097229838371277,1.5512006282806396,-1.3334807400465845,422168037,
0.9136725068092346,1.5358588695526123,-1.2900405457526942,475028026,
0.9177907705307007,1.5212215185165405,-1.2493517932383325,521693244,
0.924419105052948,1.5024482011795044,-1.195777200731285,583012952,
0.9278395771980286,1.493514060974121,-1.1687187923806388,613307991,
0.9367609024047852,1.4736016988754272,-1.1082905011816495,681000501,
0.9439975619316101,1.459337592124939,-1.0634610372116367,731104567,
0.950583279132843,1.4477107524871826,-1.026951848081342,773010726,
0.9588255286216736,1.434383511543274,-0.9845665154427701,822009481,
0.9677279591560364,1.4210609197616577,-0.940007146040838,871992225,
0.9772628545761108,1.40823233127594,-0.8948339308832963,922100044,
0.9872596859931946,1.3957856893539429,-0.8510687581918125,972253899,
0.9957674145698547,1.3863492012023926,-0.8155905078676376,12012898,
1.0113105773925781,1.3703415393829346,-0.7547379720172451,82244380,
1.0230544805526733,1.3593322038650513,-0.7118762094797055,132026204,
1.032912015914917,1.351033329963684,-0.677778756506606,172038057,
1.0454134941101074,1.340826392173767,-0.6324100730737163,223025079,
1.0585273504257202,1.3316702842712402,-0.5886883104072277,271995408,
1.0718144178390503,1.3228458166122437,-0.5439276885540293,322019484,
1.085472822189331,1.3145911693572998,-0.4993060305336063,372183821,
1.0966678857803345,1.308547854423523,-0.4628223549203306,412658004,
1.116755485534668,1.2989529371261597,-0.400591883874237,481954889,
1.1317088603973389,1.2927826642990112,-0.35572026487283814,532077629,
1.1436567306518555,1.2884331941604614,-0.32133151088712053,572039594,
1.1587674617767334,1.2835637331008911,-0.2780067659810993,622006768,
1.1740232706069946,1.279357671737671,-0.23466240378547676,672050757,
1.1898572444915771,1.2757214307785034,-0.19073830189606952,722178356,
1.2055552005767822,1.2727891206741333,-0.1466512329444864,772492855,
1.2184035778045654,1.270983338356018,-0.11048823458048082,812901178,
1.2406200170516968,1.268792748451233,-0.05056146764947017,882014701,
1.2565103769302368,1.2681243419647217,-0.00573482924693703,932040460,
1.2693963050842285,1.2682071924209595,0.03023662070889352,972028014,
1.2853435277938843,1.2686750888824463,0.07580164073803815,23030256,
1.3013640642166138,1.2701199054718018,0.11927284042445584,71999343,
1.317118763923645,1.2721620798110962,0.16240691338096053,122339419,
1.3328183889389038,1.2746320962905884,0.20674250989174725,173098938,
1.3452551364898682,1.2773756980895996,0.23999768950227546,211992451,
1.3668678998947144,1.2829946279525757,0.3007905378646433,282003757,
1.3822225332260132,1.2878285646438599,0.345755111845818,332037644,
1.394516944885254,1.2921624183654785,0.38255537750425206,373045448,
1.4094438552856445,1.2983249425888062,0.42640736103240306,422170581,
1.423900842666626,1.3051599264144897,0.4697253305709321,472025584,
1.4380407333374023,1.312374234199524,0.5141421845808021,522021669,
1.4516962766647339,1.320321798324585,0.5573278469015176,572059310,
1.4623509645462036,1.3270490169525146,0.5934884153931822,612099437,
1.4807778596878052,1.3400098085403442,0.655378417598613,682014732,
1.4933122396469116,1.349887490272522,0.6994679174425174,732012522,
1.5032577514648438,1.3583093881607056,0.7354471058412837,772033202,
1.5149897336959839,1.3690180778503418,0.7791860742732024,822019503,
1.5264278650283813,1.3805217742919922,0.8235161635500194,872046966,
1.5373632907867432,1.3924932479858398,0.8681181246290605,922066352,
1.5476393699645996,1.4048806428909302,0.9138549020044466,972401817,
1.5553970336914062,1.4151877164840698,0.9491342774061169,12050178,
1.5681296586990356,1.4334721565246582,1.0126652054016358,81972489,
1.5764292478561401,1.4472979307174683,1.0569520494915847,132031363,
1.5828514099121094,1.4584280252456665,1.0931896840397426,173017730,
1.5898493528366089,1.4727758169174194,1.1363294860234896,222012082,
1.596632957458496,1.4873651266098022,1.1807268764550514,272347807,
1.6024045944213867,1.5021898746490479,1.223657335911386,322105285,
1.6079177856445312,1.517493724822998,1.2673396736742113,372410781,
1.6118863821029663,1.5297510623931885,1.304421439278836,413101792,
1.6171369552612305,1.551717758178711,1.3666487916386176,481977605,
1.6203267574310303,1.5675075054168701,1.411408806297848,533011697,
1.6223931312561035,1.58024263381958,1.447449056931514,573112909,
1.6240894794464111,1.5957742929458618,1.4914540247509847,622207898,
1.625309944152832,1.6116313934326172,1.5362284974867806,672005436,
1.6256877183914185,1.6278176307678223,1.580361165125635,722157650,
1.6254631280899048,1.643703818321228,1.625544271256896,772132563,
1.6247425079345703,1.6565899848937988,1.6634251019612745,814434238,
1.6221392154693604,1.6787875890731812,1.723375120012858,882243999,
1.6195873022079468,1.6946419477462769,1.767436514242059,932559653,
1.6171162128448486,1.70767343044281,1.8048722136015507,974300857,
1.6131510734558105,1.7230770587921143,1.8477578266166939,22325300,
1.608536720275879,1.7383524179458618,1.892770664630724,72357290,
1.6034214496612549,1.7537715435028076,1.9396269717139136,122011971,
1.5974377393722534,1.7686713933944702,1.9835443706523528,173785965,
1.5923112630844116,1.780299425125122,2.017688342305472,212470447,
1.5824240446090698,1.8002039194107056,2.079671881862516,282141507,
1.5752010345458984,1.8130589723587036,2.121571838418113,329689747,
1.566720962524414,1.826464056968689,2.164958491420781,377015425,
1.5578724145889282,1.8395181894302368,2.2087547402527057,426377792,
1.5497633218765259,1.8503519296646118,2.245155322056771,468400544,
1.5395352840423584,1.8627276420593262,2.2884104924852875,518051733,
1.529031753540039,1.874581217765808,2.333447391551347,568846656,
1.5174533128738403,1.8860341310501099,2.377919659870037,617019713,
1.50328528881073,1.8992377519607544,2.4309534491531766,677203262,
1.4911662340164185,1.9097039699554443,2.4759217222611234,728046000,
1.4786760807037354,1.919193983078003,2.5192536970151527,777007934,
1.4669640064239502,1.9275846481323242,2.560324745743357,822173267,
1.4534040689468384,1.9360313415527344,2.606063748849287,872167703,
1.4395612478256226,1.9441677331924438,2.6520926790662367,922081007,
1.425169825553894,1.9516618251800537,2.6983413258345514,973341086,
1.4076238870620728,1.959654450416565,2.750218349467116,32011836,
1.3927701711654663,1.9656840562820435,2.795471638201138,82451385,
1.377567172050476,1.971142053604126,2.8422203350337467,133062386,
1.3652456998825073,1.974745512008667,2.877125016652613,172037655,
1.3496769666671753,1.9789246320724487,2.9215357600631457,221997655,
1.3338806629180908,1.9823325872421265,2.9674713635915517,272023304,
1.3178565502166748,1.9850077629089355,3.0126600128263834,322071040,
1.301857829093933,1.9871950149536133,3.0598399695464225,374754729,
1.2827454805374146,1.98843252658844,3.1124057793646243,432012504,
1.2666929960250854,1.9887140989303589,-3.12567067002815,482047297,
1.2517035007476807,1.9884029626846313,-3.0837712303644955,528026535,
1.2374624013900757,1.9874950647354126,-3.045347694279255,572013179,
1.2214717864990234,1.9859826564788818,-3.0002384051287976,622063040,
1.2057995796203613,1.9834493398666382,-2.9557344792074196,672014601,
1.1900991201400757,1.9803016185760498,-2.910666724203204,722035718,
1.1757569313049316,1.9768208265304565,-2.8701214263894452,767995238,
1.16225004196167,1.9729231595993042,-2.8300760161692513,812015714,
1.1408835649490356,1.9658037424087524,-2.7651877505728035,883058111,
1.1273071765899658,1.960231065750122,-2.7254806350341862,928060907,
1.1144418716430664,1.9545907974243164,-2.6858604288115915,972039481,
1.1001026630401611,1.947379231452942,-2.6401300036571027,22033453,
1.086103916168213,1.9395740032196045,-2.5949096051605314,72100736,
1.0720995664596558,1.931167721748352,-2.5497254757085237,123075776,
1.0597600936889648,1.922586441040039,-2.5093237405709607,169753019,
1.0487051010131836,1.9143259525299072,-2.471272855093567,212027555,
1.0310546159744263,1.9000357389450073,-2.4092401786920834,283059951,
1.0200515985488892,1.8899211883544922,-2.368469238319721,329053387,
1.0103380680084229,1.8803681135177612,-2.3301730331898516,372013494,
0.9992837309837341,1.868916630744934,-2.2841753901332167,422010366,
0.9888930916786194,1.8568313121795654,-2.239809542331134,472024150,
0.97903972864151,1.8443679809570312,-2.1954788471735047,523065823,
0.970439612865448,1.8320897817611694,-2.155911091116195,568904180,
0.9627410769462585,1.8204128742218018,-2.117919429840469,612030736,
0.9512280225753784,1.8010221719741821,-2.054339864749937,683131866,
0.9443156719207764,1.7875916957855225,-2.0132343156083863,729053660,
0.9385236501693726,1.7754263877868652,-1.9754157873493778,772023910,
0.9321718215942383,1.7602463960647583,-1.930791662556525,823013012,
0.9267094135284424,1.7454326152801514,-1.8876631280392266,872019098,
0.9222147464752197,1.7312257289886475,-1.845645204901719,920085529,
0.9179660081863403,1.7156543731689453,-1.8021386927233942,970042527,
0.9148759841918945,1.7026780843734741,-1.7650133458825745,12025100,
0.9110338091850281,1.6811304092407227,-1.7047422439228903,80064226,
0.9089511036872864,1.66543710231781,-1.6602479281724576,130049424,
0.9076878428459167,1.6518386602401733,-1.6223066315042491,172045020,
0.9070711135864258,1.6355646848678589,-1.579506424638594,222019721,
0.9069086313247681,1.6193459033966064,-1.5350175984712475,272021723,
0.9076098203659058,1.6040922403335571,-1.4927283126976019,320112237,
0.9088932275772095,1.5884650945663452,-1.4486124128249644,370803352,
0.910737156867981,1.5748435258865356,-1.412019214453601,412027062,
0.9144759178161621,1.55350661277771,-1.3526817987234865,480061106,
0.918035626411438,1.5376830101013184,-1.3074779303526165,530299464,
0.9216635227203369,1.5248264074325562,-1.2698102044771782,572047872,
0.9265294671058655,1.5096402168273926,-1.2252086373530284,622052073,
0.9319080114364624,1.4944891929626465,-1.1803111703244964,673048214,
0.9377877116203308,1.4802885055541992,-1.1372650459782747,721121514,
0.9448319673538208,1.465589165687561,-1.0928873091985027,771206404,
0.9507505297660828,1.4539978504180908,-1.0569019257301289,812304643,
0.9617792367935181,1.435253381729126,-0.9960489490487345,881075848,
0.9707353711128235,1.4219542741775513,-0.953357278747614,931054688,
0.9783849120140076,1.411091685295105,-0.916499462517624,973049021,
0.9882265329360962,1.3982734680175781,-0.8715089839128334,24035916,
0.9985736012458801,1.3861384391784668,-0.8261099648418976,74020777,
1.0091911554336548,1.375016212463379,-0.783835979359859,121124021,
1.0206722021102905,1.3637207746505737,-0.738859093753005,171521100,
1.0305346250534058,1.3544882535934448,-0.7004898280759586,214027746,
1.0478525161743164,1.340636968612671,-0.6433948133882641,282050523,
1.0604358911514282,1.3311129808425903,-0.5995156397930613,332081836,
1.0713245868682861,1.3238728046417236,-0.5651617108963763,372041535,
1.0848263502120972,1.315341591835022,-0.5196293477623218,423040670,
1.0987001657485962,1.3075231313705444,-0.4772615609075442,472009747,
1.1126987934112549,1.3003714084625244,-0.4343931769253409,522168052,
1.127181887626648,1.2939672470092773,-0.39101893840727786,572677374,
1.1388938426971436,1.2890936136245728,-0.35491578405191176,612290515,
1.1600608825683594,1.2815889120101929,-0.2919379982720897,682023357,
1.1694014072418213,1.278671383857727,-0.26463799499879737,712092493,
1.187787652015686,1.2737853527069092,-0.21175746108363316,772066185,
1.2032091617584229,1.2705514430999756,-0.16879274108018075,822055633,
1.2187459468841553,1.268043041229248,-0.12603041083417116,872043746,
1.2347252368927002,1.2661395072937012,-0.0820165130206789,922189978,
1.2507020235061646,1.264899492263794,-0.038591014012039994,972494635,
1.2636512517929077,1.2646046876907349,-0.004193974212330209,12708373,
1.285786747932434,1.2647998332977295,0.057001155329122984,82396845,
1.3016642332077026,1.2656890153884888,0.10196232066477537,133063923,
1.3141902685165405,1.2670475244522095,0.13799439992914375,173060529,
1.330125331878662,1.2693793773651123,0.18237006053595514,223060297,
1.345892071723938,1.27252197265625,0.22571923280382492,272036490,
1.3615405559539795,1.2761223316192627,0.27113803449025586,322339768,
1.3770099878311157,1.2806116342544556,0.31555583537125514,373856715,
1.3890944719314575,1.2845778465270996,0.3499654375434343,413238007,
1.409952998161316,1.2926609516143799,0.40934405831351006,482313632,
1.4245468378067017,1.2991269826889038,0.45345120438207565,533122179,
1.436079502105713,1.3047897815704346,0.4892706983998029,573076006,
1.4502573013305664,1.3123753070831299,0.5329320804676042,624270108,
1.4639155864715576,1.3204957246780396,0.5751993505721444,672075695,
1.4768146276474,1.329311728477478,0.6182409772077455,722243481,
